"","stfdem","cntry","SatEcon","incpart","Female","AgeResp","Unemp","Religiosity","SocTrust","LRSP","IncDec","YearsEdu","Crtsame","fairelcc","cttresa","fairelc","gvexpdc","Poverty","Inequality"
"1",1,"AL",2,1,1,54,0,10,4,8,2,16,2,4,10,10,10,5.65685424949238,4.94974746830583
"2",0,"AL",0,0,1,29,0,10,0,0,2,6,0,0,10,10,10,7.07106781186548,7.07106781186548
"3",4,"AL",0,0,2,26,0,5,0,5,1,12,0,0,10,7,10,6.36396103067893,7.07106781186548
"4",6,"AL",1,0,2,16,0,8,3.66666666666667,4,5,10,0,3,10,10,10,7.07106781186548,2.12132034355964
"5",5,"AL",0,0,1,53,1,8,2.33333333333333,9,1,8,5,7,10,10,10,2.12132034355964,5.65685424949238
"6",0,"AL",0,0,1,58,1,10,2.66666666666667,5,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"7",6,"AL",5,0,2,17,0,4,3,10,5,12,6,7,9,8,10,4.24264068711928,4.24264068711928
"8",10,"AL",3,0,1,28,0,7,2.33333333333333,8,6,12,1,0,10,10,8,6.36396103067893,3.53553390593274
"9",0,"AL",1,0,2,24,1,5,5,3,3,15,0,1,10,10,9,7.07106781186548,7.07106781186548
"10",0,"AL",0,0,2,20,1,9,0,0,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"11",3,"AL",2,1,1,33,0,9,5,10,1,18,0,0,10,10,10,6.36396103067893,7.07106781186548
"12",4,"AL",5,0,2,18,0,6,3.33333333333333,0,7,11,1,3,10,10,10,7.07106781186548,7.07106781186548
"13",5,"AL",0,1,1,35,1,10,0.666666666666667,10,1,8,0,6,10,10,10,3.53553390593274,3.53553390593274
"14",2,"AL",3,0,1,24,0,7,7.66666666666667,0,6,17,1,3,10,10,10,6.36396103067893,5.65685424949238
"15",2,"AL",4,1,1,27,0,7,5.66666666666667,6,4,12,7,2,10,10,10,4.24264068711928,4.94974746830583
"16",5,"AL",0,1,2,18,1,6,4.33333333333333,10,1,6,0,5,10,10,10,7.07106781186548,0
"17",6,"AL",8,0,1,70,0,3,2,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"18",2,"AL",0,1,2,35,1,2,3.33333333333333,6,1,12,0,6,10,10,10,7.07106781186548,7.07106781186548
"19",4,"AL",3,1,1,47,0,3,2.33333333333333,5,3,14,2,7,10,10,10,3.53553390593274,3.53553390593274
"20",4,"AL",5,0,1,26,0,6,5,3,4,17,4,4,10,10,10,4.24264068711928,2.12132034355964
"21",5,"AL",5,0,1,60,0,4,0,0,2,12,0,4,10,10,10,7.07106781186548,5.65685424949238
"22",2,"AL",0,0,2,47,1,5,1.66666666666667,8,1,8,0,4,10,10,10,7.07106781186548,7.07106781186548
"23",2,"AL",0,0,2,30,1,10,1.66666666666667,10,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"24",4,"AL",3,0,1,61,1,7,6.66666666666667,0,3,15,4,7,10,10,10,7.07106781186548,7.07106781186548
"25",5,"AL",6,1,1,37,1,5,8.66666666666667,7,4,12,8,8,10,9,9,1.4142135623731,0
"26",7,"AL",6,0,2,19,0,10,4,5,3,13,6,0,10,10,7,3.53553390593274,0.707106781186548
"27",3,"AL",2,0,2,74,0,10,3,6,1,7,2,10,10,10,10,1.4142135623731,0.707106781186548
"28",3,"AL",1,0,1,68,0,5,3.66666666666667,0,5,11,0,0,10,10,9,4.94974746830583,4.94974746830583
"29",0,"AL",2,1,1,43,1,10,0,7,2,12,0,0,10,10,6,7.07106781186548,6.36396103067893
"30",6,"AL",6,1,1,58,0,10,0,10,7,8,5,6,10,10,8,3.53553390593274,3.53553390593274
"31",7,"AL",5,0,2,40,0,10,4,5,2,12,6,9,10,10,10,4.24264068711928,2.12132034355964
"32",5,"AL",3,0,1,20,0,5,2.66666666666667,5,1,15,1,0,10,10,10,5.65685424949238,6.36396103067893
"33",0,"AL",3,0,1,67,0,10,3.33333333333333,3,1,7,0,3,10,0,10,5.65685424949238,7.07106781186548
"34",5,"AL",0,1,2,30,0,10,5.66666666666667,8,5,8,0,0,10,10,8,7.07106781186548,7.07106781186548
"35",4,"AL",6,0,2,16,0,8,5,5,2,11,1,10,10,10,10,6.36396103067893,4.24264068711928
"36",7,"AL",3,0,1,34,1,10,2,5,1,5,3,0,10,10,10,4.94974746830583,7.07106781186548
"37",0,"AL",0,0,1,27,1,10,4,0,1,8,7,0,10,10,10,7.07106781186548,0
"38",5,"AL",1,1,2,26,0,5,4,10,6,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"39",1,"AL",1,0,2,36,0,4,4.33333333333333,5,3,12,2,1,10,9,10,5.65685424949238,4.94974746830583
"40",3,"AL",2,0,1,69,0,9,3.66666666666667,1,2,12,1,1,10,9,10,6.36396103067893,5.65685424949238
"41",6,"AL",5,1,2,65,0,10,7.66666666666667,10,2,4,10,8,10,8,8,0,0
"42",6,"AL",3,0,2,34,0,10,4.66666666666667,5,7,12,5,5,10,10,10,7.07106781186548,0.707106781186548
"43",7,"AL",6,0,2,20,0,7,5.33333333333333,5,1,12,6,3,10,10,8,2.82842712474619,0.707106781186548
"44",3,"AL",0,0,1,33,1,10,1.33333333333333,0,1,8,0,0,10,10,10,5.65685424949238,6.36396103067893
"45",5,"AL",5,0,2,39,1,5,5,5,3,16,5,3,5,5,5,0,0
"46",5,"AL",1,0,1,55,0,9,1.66666666666667,10,2,10,2,10,10,10,10,3.53553390593274,3.53553390593274
"47",5,"AL",0,0,2,75,0,10,2,7,1,0,0,8,10,10,10,2.12132034355964,5.65685424949238
"48",3,"AL",2,0,1,76,0,8,3.66666666666667,5,2,8,1,7,10,10,10,6.36396103067893,4.94974746830583
"49",7,"AL",10,0,2,17,0,9,6.33333333333333,7,7,11,3,5,10,8,10,3.53553390593274,2.82842712474619
"50",7,"AL",7,1,2,62,0,10,4.66666666666667,10,1,0,10,10,10,7,10,0,2.12132034355964
"51",3,"AL",0,0,2,41,0,9,4.33333333333333,4,1,8,1,2,10,10,10,6.36396103067893,6.36396103067893
"52",0,"AL",0,0,2,41,0,6,3.66666666666667,5,1,8,1,8,5,5,5,0,1.4142135623731
"53",0,"AL",0,0,1,63,1,10,0,5,1,16,0,0,10,10,10,7.07106781186548,5.65685424949238
"54",0,"AL",0,0,1,27,0,10,1.33333333333333,5,4,12,0,1,10,10,10,7.07106781186548,7.07106781186548
"55",0,"AL",0,0,2,22,0,9,3,3,3,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"56",0,"AL",0,0,2,63,0,10,6.66666666666667,0,3,12,0,0,10,10,10,7.07106781186548,0.707106781186548
"57",6,"AL",5,1,1,18,0,5,6,8,4,11,3,4,10,10,8,2.12132034355964,2.12132034355964
"58",4,"AL",5,0,2,17,0,7,5.33333333333333,3,2,11,3,4,10,10,10,3.53553390593274,2.82842712474619
"59",2,"AL",0,0,1,51,0,5,3.66666666666667,2,1,8,1,2,10,10,10,7.07106781186548,7.07106781186548
"60",5,"AL",3,0,2,55,0,10,3.66666666666667,4,7,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"61",8,"AL",6,1,2,41,1,10,5,10,4,12,8,10,10,10,10,3.53553390593274,0
"62",3,"AL",5,0,1,51,1,8,0,3,1,8,0,4,10,10,10,7.07106781186548,5.65685424949238
"63",0,"AL",5,1,1,53,0,8,5,8,2,12,3,3,10,10,10,4.94974746830583,2.82842712474619
"64",0,"AL",2,0,2,60,0,5,0,0,4,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"65",6,"AL",5,1,1,84,0,7,4,8,1,13,3,5,10,10,10,4.94974746830583,4.94974746830583
"66",10,"AL",0,0,1,19,0,5,3.66666666666667,0,9,11,10,5,10,10,10,7.07106781186548,0
"67",6,"AL",5,0,2,36,0,9,6,4,2,16,0,3,10,10,10,5.65685424949238,4.94974746830583
"68",0,"AL",3,1,1,33,0,5,1,6,4,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"69",2,"AL",2,0,2,38,0,9,4.33333333333333,1,2,12,1,5,10,9,10,5.65685424949238,4.94974746830583
"70",6,"AL",5,0,2,53,0,10,1.33333333333333,5,1,8,5,6,10,10,9,7.07106781186548,3.53553390593274
"71",2,"AL",2,0,2,48,1,5,3.33333333333333,0,1,12,5,3,10,10,10,4.94974746830583,4.94974746830583
"72",0,"AL",2,0,1,20,1,10,6.66666666666667,10,1,6,10,10,0,10,10,7.07106781186548,0
"73",0,"AL",0,0,1,31,0,10,2.33333333333333,5,3,12,5,0,10,10,10,7.07106781186548,7.07106781186548
"74",9,"AL",9,1,1,16,0,9,6,9,4,11,6,7,10,10,10,2.12132034355964,1.4142135623731
"75",4,"AL",2,0,2,27,0,10,5,6,1,17,3,2,10,10,9,4.94974746830583,4.94974746830583
"76",7,"AL",5,0,2,39,0,8,3.33333333333333,7,3,8,2,3,10,10,10,4.24264068711928,3.53553390593274
"77",5,"AL",0,1,2,18,0,7,3.33333333333333,10,6,12,2,7,10,10,10,4.94974746830583,7.07106781186548
"78",4,"AL",3,0,1,15,0,5,3.33333333333333,10,7,8,10,0,10,10,10,7.07106781186548,3.53553390593274
"79",4,"AL",3,0,1,63,1,3,2,0,1,12,0,4,10,10,10,4.94974746830583,7.07106781186548
"80",8,"AL",5,0,1,62,0,8,7.33333333333333,0,6,11,2,1,10,10,10,2.82842712474619,2.82842712474619
"81",7,"AL",5,0,1,71,0,6,6.66666666666667,0,2,12,4,5,10,10,10,3.53553390593274,3.53553390593274
"82",2,"AL",0,0,2,31,0,10,3.33333333333333,5,5,12,0,0,10,10,10,5.65685424949238,1.4142135623731
"83",3,"AL",2,0,1,18,0,5,4.33333333333333,5,4,10,2,7,10,10,10,5.65685424949238,2.12132034355964
"84",5,"AL",4,0,1,64,0,10,5.66666666666667,5,2,8,3,5,10,10,10,6.36396103067893,4.94974746830583
"85",0,"AL",0,0,2,55,0,4,2,5,4,14,0,3,10,10,10,6.36396103067893,5.65685424949238
"86",10,"AL",10,1,1,75,0,10,7,10,5,16,0,10,5,10,10,0,1.4142135623731
"87",0,"AL",0,1,1,74,0,10,4.33333333333333,10,2,4,3,7,10,10,10,3.53553390593274,4.94974746830583
"88",1,"AL",3,0,1,57,0,2,1.66666666666667,0,3,16,1,2,10,10,10,5.65685424949238,4.94974746830583
"89",2,"AL",5,0,2,19,1,10,5,10,3,9,2,7,10,10,10,6.36396103067893,2.82842712474619
"90",2,"AL",0,1,2,66,0,3,4.66666666666667,5,2,12,4,0,10,10,10,4.94974746830583,4.94974746830583
"91",4,"AL",4,0,2,27,1,5,4,5,6,7,4,5,7,4,10,4.24264068711928,1.4142135623731
"92",2,"AL",0,0,1,31,0,10,1.33333333333333,5,2,16,0,0,10,10,10,7.07106781186548,7.07106781186548
"93",10,"AL",1,0,1,23,1,10,1.66666666666667,5,1,13,0,2,0,10,10,7.07106781186548,2.82842712474619
"94",5,"AL",5,0,2,67,0,6,4.66666666666667,5,6,9,1,0,10,10,10,7.07106781186548,5.65685424949238
"95",7,"AL",5,0,2,21,1,8,4.66666666666667,3,3,14,5,5,10,10,10,4.94974746830583,3.53553390593274
"96",1,"AL",0,0,2,56,1,10,1.33333333333333,0,1,4,0,0,9,10,8,7.07106781186548,0.707106781186548
"97",6,"AL",7,0,1,65,0,10,1.66666666666667,2,7,12,6,1,10,10,10,2.12132034355964,2.12132034355964
"98",8,"AL",5,0,2,21,0,10,4.66666666666667,10,1,9,10,10,10,10,10,4.94974746830583,4.94974746830583
"99",8,"AL",5,0,2,49,0,1,5.33333333333333,5,1,8,1,0,10,10,10,5.65685424949238,7.07106781186548
"100",4,"AL",0,0,2,22,1,5,1.33333333333333,0,2,12,8,5,10,10,10,4.24264068711928,4.94974746830583
"101",10,"AL",8,1,2,48,1,6,2.66666666666667,10,5,12,0,9,10,10,10,2.12132034355964,0.707106781186548
"102",2,"AL",0,0,1,40,1,4,5.33333333333333,0,2,12,0,0,10,10,2,7.07106781186548,6.36396103067893
"103",5,"AL",3,0,1,16,0,7,4.33333333333333,7,2,9,2,2,10,10,9,4.94974746830583,3.53553390593274
"104",4,"AL",1,0,1,53,0,1,1,1,6,14,0,0,10,10,10,7.07106781186548,7.07106781186548
"105",0,"AL",0,0,2,73,0,8,3.5,3,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"106",1,"AL",2,0,1,18,0,3,4.66666666666667,2,4,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"107",0,"AL",4,0,1,21,1,3,1.66666666666667,5,2,10,3,0,10,10,10,7.07106781186548,6.36396103067893
"108",1,"AL",0,0,1,73,0,7,1.66666666666667,2,1,4,0,0,10,10,6,7.07106781186548,4.94974746830583
"109",3,"AL",3,0,2,60,0,2,2,3,2,12,4,2,10,10,10,4.24264068711928,6.36396103067893
"110",3,"AL",2,0,1,71,0,6,4.33333333333333,5,1,0,4,2,10,10,10,3.53553390593274,2.82842712474619
"111",7,"AL",6,0,2,49,0,10,4.33333333333333,5,2,12,7,8,9,9,9,2.82842712474619,1.4142135623731
"112",8,"AL",8,1,2,28,1,7,6,10,2,15,8,10,10,10,10,2.82842712474619,1.4142135623731
"113",8,"AL",4,1,2,42,0,10,5.33333333333333,10,3,16,7,7,10,10,10,2.82842712474619,3.53553390593274
"114",4,"AL",6,0,2,77,0,9,6,10,4,4,0,6,10,10,10,7.07106781186548,6.36396103067893
"115",6,"AL",4,1,1,29,0,10,2.66666666666667,7,1,3,0,10,8,10,10,4.94974746830583,6.36396103067893
"116",10,"AL",0,1,2,28,0,10,5.33333333333333,10,1,8,10,10,10,10,10,0,0
"117",0,"AL",5,0,1,53,1,10,5.33333333333333,1,1,8,10,5,10,10,10,6.36396103067893,0
"118",2,"AL",1,0,2,56,0,6,3.33333333333333,1,6,17,1,3,10,10,10,4.94974746830583,4.94974746830583
"119",4,"AL",7,1,2,19,0,9,5,7,5,12,1,5,10,10,10,7.07106781186548,7.07106781186548
"120",8,"AL",5,1,1,18,0,8,6,10,2,11,10,10,10,10,10,5.65685424949238,0
"121",5,"AL",10,1,1,16,0,9,6.66666666666667,10,1,10,10,10,9,10,5,3.53553390593274,5.65685424949238
"122",5,"AL",5,0,2,63,0,10,6.33333333333333,0,1,8,2,1,8,7,9,4.94974746830583,2.12132034355964
"123",5,"AL",5,0,2,16,0,5,2.33333333333333,1,2,10,6,5,10,9,9,4.24264068711928,4.94974746830583
"124",0,"AL",0,1,2,51,0,10,1.33333333333333,8,2,14,2,0,10,10,10,7.07106781186548,7.07106781186548
"125",5,"AL",8,1,2,61,0,8,1,10,4,11,8,10,10,10,10,1.4142135623731,0.707106781186548
"126",0,"AL",1,0,2,24,1,10,0.666666666666667,10,6,19,2,0,10,10,10,7.07106781186548,7.07106781186548
"127",0,"AL",0,0,1,73,0,5,2.66666666666667,0,2,14,2,0,10,10,10,5.65685424949238,7.07106781186548
"128",8,"AL",5,1,1,71,0,6,3.66666666666667,9,3,8,1,7,10,10,10,4.24264068711928,3.53553390593274
"129",5,"AL",0,1,2,62,0,10,3.33333333333333,10,1,11,0,10,10,10,10,7.07106781186548,3.53553390593274
"130",8,"AL",8,0,1,49,0,3,4.66666666666667,10,4,12,0,7,10,10,10,1.4142135623731,2.12132034355964
"131",7,"AL",4,1,1,29,0,8,3.66666666666667,10,5,8,3,4,10,10,10,7.07106781186548,7.07106781186548
"132",0,"AL",3,0,1,62,0,5,3.66666666666667,5,2,11,4,6,10,10,10,4.24264068711928,4.94974746830583
"133",7,"AL",5,0,2,17,0,3,2,5,8,10,8,6,10,10,8,0,1.4142135623731
"134",4,"AL",3,1,1,74,0,7,4,7,2,8,7,1,10,10,10,6.36396103067893,7.07106781186548
"135",2,"AL",2,0,1,51,0,8,7,5,3,14,0,3,10,10,10,5.65685424949238,2.82842712474619
"136",6,"AL",7,0,2,51,1,10,5.33333333333333,0,3,8,5,10,10,10,10,2.82842712474619,2.12132034355964
"137",2,"AL",0,1,1,48,0,3,7.66666666666667,10,4,8,0,0,10,10,10,4.94974746830583,6.36396103067893
"138",3,"AL",3,1,1,45,0,10,2.66666666666667,10,1,8,6,7,10,9,10,4.94974746830583,2.12132034355964
"139",2,"AL",0,0,2,46,0,10,2.66666666666667,0,1,8,3,1,10,10,10,5.65685424949238,5.65685424949238
"140",7,"AL",5,1,2,79,0,8,2.33333333333333,5,2,0,6,7,10,10,10,4.94974746830583,4.24264068711928
"141",0,"AL",0,0,1,49,1,5,1.66666666666667,5,1,8,0,5,10,10,10,7.07106781186548,7.07106781186548
"142",3,"AL",3,0,2,36,0,10,5,5,6,21,0,5,10,10,8,5.65685424949238,4.94974746830583
"143",10,"AL",7,1,2,56,1,10,3.33333333333333,10,4,8,5,10,10,10,10,1.4142135623731,0.707106781186548
"144",2,"AL",1,0,2,22,1,10,0,0,2,15,0,0,10,10,10,7.07106781186548,7.07106781186548
"145",2,"AL",4,0,1,69,0,3,2.66666666666667,2,2,4,0,0,10,8,7,7.07106781186548,7.07106781186548
"146",3,"AL",4,0,1,61,1,3,5.33333333333333,0,2,12,6,5,10,10,10,3.53553390593274,4.24264068711928
"147",0,"AL",0,0,2,56,1,7,6,2,2,12,10,0,10,10,10,7.07106781186548,0.707106781186548
"148",2,"AL",2,0,1,40,0,8,2.33333333333333,8,2,8,0,0,10,10,10,4.94974746830583,5.65685424949238
"149",0,"AL",0,0,1,52,1,10,3.33333333333333,5,1,6,0,0,10,10,8,7.07106781186548,7.07106781186548
"150",2,"AL",2,0,1,68,0,7,5.33333333333333,4,4,16,10,10,9,10,10,0,0
"151",9,"AL",8,1,1,72,0,10,2.66666666666667,10,1,4,2,5,10,10,10,2.82842712474619,1.4142135623731
"152",10,"AL",7,0,2,72,0,10,4.33333333333333,10,10,0,10,10,10,10,10,4.24264068711928,2.12132034355964
"153",2,"AL",4,0,1,26,1,5,0,10,10,15,0,3,10,10,9,7.07106781186548,5.65685424949238
"154",5,"AL",6,1,2,31,0,10,4.33333333333333,10,1,12,5,5,10,10,10,3.53553390593274,3.53553390593274
"155",10,"AL",0,0,2,64,0,10,7.66666666666667,10,1,4,10,10,10,10,10,0,3.53553390593274
"156",1,"AL",5,0,2,40,0,6,9,2,1,6,6,9,6,10,10,2.12132034355964,0
"157",1,"AL",0,0,2,16,1,10,4.66666666666667,0,1,9,0,2,10,10,8,6.36396103067893,3.53553390593274
"158",8,"AL",10,1,2,60,0,9,5,10,8,12,6,9,10,10,10,0,0
"159",1,"AL",0,0,2,63,0,5,1.66666666666667,0,6,12,0,2,10,10,10,7.07106781186548,7.07106781186548
"160",5,"AL",1,0,1,39,1,4,2.33333333333333,9,1,11,4,8,10,10,3,3.53553390593274,1.4142135623731
"161",5,"AL",4,0,2,37,0,10,5.66666666666667,10,2,12,10,7,10,10,10,4.24264068711928,4.94974746830583
"162",10,"AL",0,0,2,16,0,10,3.33333333333333,0,1,8,0,0,10,10,8,7.07106781186548,2.12132034355964
"163",3,"AL",2,0,2,57,0,8,2.66666666666667,0,1,4,0,5,10,10,8,7.07106781186548,7.07106781186548
"164",4,"AL",4,0,2,25,0,4,3,7,8,16,0,0,10,10,10,7.07106781186548,4.94974746830583
"165",3,"AL",3,1,1,45,0,10,4.66666666666667,10,3,12,2,3,7,4,8,2.82842712474619,2.82842712474619
"166",6,"AL",3,0,1,19,0,7,3,7,1,13,7,4,10,10,10,4.94974746830583,2.12132034355964
"167",1,"AL",2,0,1,56,1,10,2.33333333333333,2,2,13,0,5,10,10,10,7.07106781186548,7.07106781186548
"168",7,"AL",0,0,1,20,0,8,5.33333333333333,0,3,11,5,0,10,10,10,7.07106781186548,5.65685424949238
"169",8,"AL",3,0,2,58,0,10,4.33333333333333,2,2,8,2,1,10,10,10,4.24264068711928,3.53553390593274
"170",5,"AL",4,0,1,40,0,7,0,10,2,8,7,8,8,6,8,6.36396103067893,2.82842712474619
"171",4,"AL",4,0,2,82,0,10,3,9,2,8,4,2,10,10,10,2.82842712474619,1.4142135623731
"172",5,"AL",4,0,1,50,0,10,0.666666666666667,5,5,12,3,3,10,10,10,4.94974746830583,2.82842712474619
"173",5,"AL",3,0,2,32,1,7,5.33333333333333,0,5,13,7,5,10,10,10,2.12132034355964,1.4142135623731
"174",2,"AL",3,1,1,61,0,10,8,10,4,5,0,6,10,10,8,3.53553390593274,2.82842712474619
"175",9,"AL",5,1,2,18,1,10,5,10,1,12,3,5,10,10,10,2.82842712474619,3.53553390593274
"176",5,"AL",8,0,1,66,0,10,3.66666666666667,7,4,8,1,3,10,10,10,7.07106781186548,4.94974746830583
"177",0,"AL",0,0,2,69,0,5,3.33333333333333,0,1,7,0,0,10,10,10,7.07106781186548,7.07106781186548
"178",7,"AL",0,0,1,50,1,10,6.33333333333333,5,1,8,8,10,10,10,10,7.07106781186548,4.94974746830583
"179",0,"AL",0,0,2,54,0,9,1.66666666666667,5,6,12,1,4,10,10,10,6.36396103067893,5.65685424949238
"180",5,"AL",5,1,2,50,0,5,6.66666666666667,10,5,8,0,10,10,10,10,7.07106781186548,4.94974746830583
"181",2,"AL",3,1,2,22,0,10,4,7,8,16,0,5,10,10,10,5.65685424949238,3.53553390593274
"182",10,"AL",6,1,2,52,1,10,1.66666666666667,10,1,8,0,5,10,10,10,4.94974746830583,7.07106781186548
"183",3,"AL",4,1,2,34,0,2,4.66666666666667,7,8,21,1,4,10,10,10,4.94974746830583,3.53553390593274
"184",2,"AL",3,0,1,24,0,8,5.66666666666667,10,3,15,9,5,10,10,10,7.07106781186548,2.12132034355964
"185",0,"AL",0,0,1,58,1,10,0.333333333333333,5,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"186",2,"AL",4,0,1,32,1,6,3,5,1,11,1,5,10,10,10,5.65685424949238,4.94974746830583
"187",6,"AL",4,1,2,29,0,6,0,7,4,8,1,0,10,10,10,7.07106781186548,4.94974746830583
"188",7,"AL",5,1,1,50,1,8,5.33333333333333,8,1,7,8,8,8,8,10,0.707106781186548,1.4142135623731
"189",0,"AL",3,0,2,16,0,10,7.33333333333333,5,10,9,0,4,10,5,6,7.07106781186548,0
"190",4,"AL",0,0,1,83,0,5,3.66666666666667,0,1,14,0,0,10,10,10,7.07106781186548,7.07106781186548
"191",5,"AL",6,1,1,58,0,9,0.666666666666667,9,5,8,2,5,10,10,10,2.82842712474619,2.12132034355964
"192",3,"AL",1,0,1,56,0,6,3,5,2,16,1,2,10,10,10,6.36396103067893,7.07106781186548
"193",8,"AL",8,1,2,56,0,7,7,0,5,15,6,9,7,8,9,0.707106781186548,0.707106781186548
"194",5,"AL",6,1,2,43,0,9,7.66666666666667,10,3,16,0,6,10,10,10,5.65685424949238,4.94974746830583
"195",9,"AL",0,0,1,20,0,5,6.66666666666667,4,7,12,5,2,10,8,10,5.65685424949238,3.53553390593274
"196",7,"AL",7,0,1,16,0,7,6,8,7,9,6,8,10,10,9,1.4142135623731,2.82842712474619
"197",0,"AL",0,0,1,74,0,5,5,3,1,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"198",5,"AL",2,0,2,31,0,2,1.33333333333333,5,2,8,8,2,1,5,7,5.65685424949238,2.82842712474619
"199",8,"AL",6,1,1,26,0,7,5.33333333333333,10,5,12,6,7,10,10,10,3.53553390593274,0.707106781186548
"200",5,"AL",5,0,2,24,0,5,5,5,3,17,2,6,10,10,10,4.94974746830583,2.82842712474619
"201",8,"AL",5,0,2,55,0,2,0,8,8,16,6,8,10,10,10,4.94974746830583,2.12132034355964
"202",7,"AL",5,0,2,35,1,7,7,5,3,8,0,10,10,10,10,7.07106781186548,7.07106781186548
"203",0,"AL",0,0,1,50,0,10,0,2,1,13,0,0,10,9,10,7.07106781186548,7.07106781186548
"204",1,"AL",5,1,1,74,0,10,6.33333333333333,5,2,8,1,2,10,8,10,6.36396103067893,7.07106781186548
"205",5,"AL",0,0,2,53,1,5,7.33333333333333,4,1,8,1,0,10,10,10,5.65685424949238,5.65685424949238
"206",5,"AL",5,0,2,43,0,3,2,0,7,16,2,5,10,10,7,4.24264068711928,3.53553390593274
"207",1,"AL",2,0,2,41,1,7,7.33333333333333,6,2,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"208",7,"AL",3,0,2,51,1,10,6,9,7,12,2,4,10,10,10,5.65685424949238,5.65685424949238
"209",9,"AL",9,0,1,66,1,9,4.66666666666667,10,1,4,0,10,10,10,10,7.07106781186548,1.4142135623731
"210",0,"AL",2,0,1,50,0,8,4,2,4,12,1,0,10,10,10,6.36396103067893,7.07106781186548
"211",8,"AL",5,0,2,36,0,5,6,5,2,8,3,5,10,10,10,4.94974746830583,4.94974746830583
"212",5,"AL",5,1,2,39,0,10,6.66666666666667,6,2,8,4,6,10,10,10,2.82842712474619,2.82842712474619
"213",4,"AL",4,0,1,42,1,4,6.66666666666667,6,1,8,7,1,10,10,10,7.07106781186548,7.07106781186548
"214",0,"AL",4,0,2,51,0,8,0,2,1,8,3,1,10,10,9,7.07106781186548,6.36396103067893
"215",5,"AL",2,0,1,44,1,5,0,0,1,12,0,0,10,10,10,7.07106781186548,5.65685424949238
"216",8,"AL",2,1,1,71,0,10,3.66666666666667,10,1,8,0,10,10,10,10,7.07106781186548,7.07106781186548
"217",0,"AL",0,0,2,70,0,10,3.66666666666667,0,1,4,0,0,10,10,10,7.07106781186548,7.07106781186548
"218",6,"AL",5,0,2,17,0,7,6.66666666666667,5,4,11,7,6,10,10,10,5.65685424949238,2.82842712474619
"219",7,"AL",5,0,2,20,1,2,5,5,7,12,5,1,6,10,9,7.07106781186548,3.53553390593274
"220",8,"AL",8,1,1,18,0,7,0,10,7,13,4,10,10,8,10,4.94974746830583,5.65685424949238
"221",7,"AL",6,0,1,48,0,4,1,9,1,13,7,8,10,10,10,5.65685424949238,3.53553390593274
"222",6,"AL",7,1,1,72,0,2,7,8,4,7,8,6,10,10,10,5.65685424949238,3.53553390593274
"223",5,"AL",4,1,1,54,0,5,3.33333333333333,10,2,12,4,8,5,10,8,1.4142135623731,0.707106781186548
"224",2,"AL",2,0,1,51,0,8,3,5,4,16,3,6,10,10,10,7.07106781186548,5.65685424949238
"225",6,"AL",5,0,2,56,0,3,5.66666666666667,0,4,16,0,0,10,10,10,6.36396103067893,4.94974746830583
"226",5,"AL",5,0,1,42,1,5,2.33333333333333,5,2,8,5,9,10,10,10,4.94974746830583,4.24264068711928
"227",7,"AL",8,1,1,70,0,4,6.33333333333333,6,8,14,7,8,10,8,8,2.12132034355964,0
"228",4,"AL",5,0,2,26,0,10,6.33333333333333,5,2,8,7,10,10,8,10,0,7.07106781186548
"229",0,"AL",0,0,1,24,0,10,0,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"230",5,"AL",8,1,1,49,0,8,5.66666666666667,10,8,16,5,10,4,10,5,2.12132034355964,3.53553390593274
"231",3,"AL",0,0,2,42,1,10,3.33333333333333,10,1,12,3,10,10,10,8,6.36396103067893,3.53553390593274
"232",0,"AL",0,0,1,49,1,10,2.66666666666667,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"233",4,"AL",1,1,1,17,0,7,0,10,1,11,3,6,10,10,10,3.53553390593274,4.94974746830583
"234",1,"AL",2,0,2,24,1,8,3.66666666666667,4,3,16,4,1,10,10,10,7.07106781186548,1.4142135623731
"235",5,"AL",0,0,1,53,0,10,1.33333333333333,0,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"236",0,"AL",3,0,1,32,0,10,2.33333333333333,10,1,12,0,5,10,10,8,7.07106781186548,5.65685424949238
"237",10,"AL",10,0,2,69,0,10,5,10,1,4,10,10,10,10,10,0,0
"238",3,"AL",3,0,2,31,0,9,5,8,2,8,10,5,10,10,10,0.707106781186548,2.12132034355964
"239",0,"AL",0,0,2,45,0,8,3.66666666666667,0,1,12,4,0,10,10,10,7.07106781186548,7.07106781186548
