"","stfdem","cntry","SatEcon","incpart","Female","AgeResp","Unemp","Religiosity","SocTrust","LRSP","IncDec","YearsEdu","Crtsame","fairelcc","cttresa","fairelc","gvexpdc","Poverty","Inequality"
"2587",5,"BG",4,1,1,60,0,10,7,5,9,16,1,10,10,10,10,3.53553390593274,4.94974746830583
"2588",6,"BG",4,1,1,21,0,8,7,5,6,8,2,10,10,10,10,5.65685424949238,5.65685424949238
"2589",8,"BG",2,1,1,61,1,5,3.33333333333333,6,4,12,1,9,10,10,10,5.65685424949238,4.24264068711928
"2590",3,"BG",1,0,2,69,0,6,5,2,1,8,3,6,10,10,10,7.07106781186548,6.36396103067893
"2591",5,"BG",0,0,1,59,0,4,6.66666666666667,6,7,12,2,7,8,9,9,3.53553390593274,2.82842712474619
"2592",7,"BG",0,1,1,43,1,7,6.66666666666667,10,1,11,2,10,10,10,10,5.65685424949238,5.65685424949238
"2593",0,"BG",0,0,2,64,0,5,1.66666666666667,10,8,13,0,3,10,10,10,3.53553390593274,0
"2594",2,"BG",2,0,1,71,0,1,1.33333333333333,1,4,8,0,3,10,10,10,5.65685424949238,6.36396103067893
"2595",7,"BG",4,0,2,67,0,7,6.33333333333333,4,4,11,5,7,6,7,9,2.82842712474619,3.53553390593274
"2596",0,"BG",0,0,1,69,0,3,8.66666666666667,0,3,7,5,7,10,10,10,4.94974746830583,4.94974746830583
"2597",3,"BG",2,1,1,64,0,4,0.666666666666667,6,3,11,7,2,10,10,10,7.07106781186548,7.07106781186548
"2598",3,"BG",4,1,2,61,0,5,1.33333333333333,7,1,11,5,5,10,10,10,6.36396103067893,7.07106781186548
"2599",0,"BG",0,0,2,36,0,3,1,5,6,17,0,0,10,10,10,5.65685424949238,7.07106781186548
"2600",9,"BG",5,1,2,64,0,7,4,9,8,11,0,4,10,10,8,6.36396103067893,6.36396103067893
"2601",4,"BG",4,1,2,54,0,6,3.66666666666667,8,9,16,4,4,10,10,10,1.4142135623731,0.707106781186548
"2602",1,"BG",0,1,1,58,0,2,5.66666666666667,9,8,8,1,3,10,10,10,5.65685424949238,4.24264068711928
"2603",4,"BG",3,0,1,65,0,4,4.33333333333333,6,5,12,3,4,10,10,10,6.36396103067893,4.24264068711928
"2604",5,"BG",0,0,1,39,1,1,2.66666666666667,5,7,15,3,4,10,10,10,2.82842712474619,5.65685424949238
"2605",0,"BG",0,1,2,75,0,6,3.33333333333333,7,1,11,6,2,10,10,10,5.65685424949238,4.24264068711928
"2606",3,"BG",2,0,1,75,0,3,1,1,1,11,2,3,10,10,10,5.65685424949238,7.07106781186548
"2607",3,"BG",0,1,2,57,0,5,5.33333333333333,9,1,12,2,5,10,10,10,6.36396103067893,5.65685424949238
"2608",3,"BG",2,1,1,33,1,8,1.66666666666667,7,2,8,5,1,10,10,10,7.07106781186548,3.53553390593274
"2609",3,"BG",3,0,2,64,0,5,3.66666666666667,8,1,12,2,2,3,8,9,2.12132034355964,1.4142135623731
"2610",6,"BG",0,1,1,51,0,3,4,10,6,11,10,9,10,9,9,3.53553390593274,0.707106781186548
"2611",3,"BG",3,0,2,38,0,6,3.66666666666667,9,6,11,1,3,10,8,9,5.65685424949238,6.36396103067893
"2612",3,"BG",2,0,1,84,0,4,2.66666666666667,2,4,12,3,3,8,8,10,4.94974746830583,4.24264068711928
"2613",3,"BG",3,0,1,37,0,4,3.33333333333333,8,8,17,4,2,10,8,10,0.707106781186548,0.707106781186548
"2614",0,"BG",0,1,1,52,0,2,2,4,9,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"2615",5,"BG",1,0,1,53,0,5,3,5,5,8,2,4,10,10,10,6.36396103067893,7.07106781186548
"2616",3,"BG",0,0,1,49,0,4,4.33333333333333,5,8,12,0,2,10,10,10,7.07106781186548,7.07106781186548
"2617",6,"BG",2,1,2,74,0,7,5,7,4,8,3,4,10,9,10,2.82842712474619,4.94974746830583
"2618",4,"BG",1,0,1,75,0,3,3.66666666666667,3,1,7,5,3,10,10,10,7.07106781186548,7.07106781186548
"2619",3,"BG",0,0,1,22,1,2,6,5,1,8,7,5,10,10,10,6.36396103067893,7.07106781186548
"2620",6,"BG",3,0,2,65,0,7,4,4,1,7,0,6,10,8,8,3.53553390593274,4.94974746830583
"2621",2,"BG",0,0,1,79,0,3,3.33333333333333,2,1,8,0,2,10,10,10,7.07106781186548,7.07106781186548
"2622",5,"BG",1,0,2,22,1,5,2.33333333333333,5,1,8,8,5,10,10,10,5.65685424949238,6.36396103067893
"2623",5,"BG",3,1,1,29,0,4,5,7,5,14,3,3,8,10,10,5.65685424949238,4.94974746830583
"2624",3,"BG",0,0,1,72,0,4,4,3,1,8,1,5,10,10,10,7.07106781186548,7.07106781186548
"2625",4,"BG",4,0,2,75,0,8,2,1,5,14,2,3,10,10,10,6.36396103067893,5.65685424949238
"2626",0,"BG",0,0,2,75,0,5,2.33333333333333,2,7,14,1,1,10,10,10,6.36396103067893,5.65685424949238
"2627",2,"BG",2,0,2,72,0,5,1,2,2,8,0,2,10,10,10,7.07106781186548,5.65685424949238
"2628",5,"BG",2,1,2,49,0,9,3.66666666666667,8,7,8,5,5,10,10,10,3.53553390593274,4.94974746830583
"2629",3,"BG",3,0,1,38,1,6,5,5,6,12,2,4,9,9,9,4.24264068711928,4.24264068711928
"2630",1,"BG",0,0,1,59,0,7,1.33333333333333,1,5,11,4,5,10,10,10,6.36396103067893,7.07106781186548
"2631",5,"BG",2,0,2,32,0,5,5.66666666666667,6,6,17,0,6,10,9,10,6.36396103067893,7.07106781186548
"2632",0,"BG",0,1,2,78,0,5,1,5,2,4,1,1,9,0,9,7.07106781186548,7.07106781186548
"2633",6,"BG",1,1,1,69,0,9,4.33333333333333,10,9,18,0,5,10,10,10,6.36396103067893,7.07106781186548
"2634",0,"BG",0,0,2,65,0,8,2.66666666666667,4,4,11,0,2,10,10,10,7.07106781186548,7.07106781186548
"2635",1,"BG",4,0,2,52,0,5,6,0,8,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2636",5,"BG",3,0,1,18,0,3,5,8,10,11,4,6,10,10,10,1.4142135623731,0.707106781186548
"2637",1,"BG",0,1,2,41,0,3,3,5,10,11,2,0,8,10,8,4.94974746830583,5.65685424949238
"2638",5,"BG",0,1,1,25,1,5,4.33333333333333,7,1,12,3,5,10,10,10,7.07106781186548,6.36396103067893
"2639",4,"BG",4,0,1,74,0,5,2.66666666666667,6,4,4,2,4,9,8,10,6.36396103067893,6.36396103067893
"2640",0,"BG",1,0,1,71,0,1,5,6,1,7,0,2,10,10,10,7.07106781186548,7.07106781186548
"2641",5,"BG",3,0,1,65,1,5,6,3,1,11,5,10,10,10,10,3.53553390593274,4.24264068711928
"2642",3,"BG",2,0,1,51,0,6,1,7,5,11,1,2,10,10,10,6.36396103067893,7.07106781186548
"2643",1,"BG",2,0,1,53,0,3,8.66666666666667,2,7,12,4,1,10,9,9,7.07106781186548,7.07106781186548
"2644",5,"BG",3,0,2,37,0,6,5.66666666666667,7,2,11,4,6,10,9,9,4.24264068711928,4.24264068711928
"2645",0,"BG",1,1,1,40,1,6,0.666666666666667,7,2,11,1,2,10,10,10,7.07106781186548,7.07106781186548
"2646",0,"BG",0,0,1,45,1,7,3,5,3,11,0,0,10,10,8,5.65685424949238,5.65685424949238
"2647",6,"BG",4,0,1,29,0,6,6.66666666666667,5,7,12,2,5,9,8,8,4.24264068711928,4.24264068711928
"2648",3,"BG",1,0,1,48,0,5,5.33333333333333,5,5,12,6,6,10,10,10,6.36396103067893,4.24264068711928
"2649",4,"BG",6,1,1,55,0,5,0,4,1,11,0,5,8,10,8,7.07106781186548,7.07106781186548
"2650",2,"BG",0,1,2,60,0,3,1,7,5,12,1,2,10,10,10,7.07106781186548,6.36396103067893
"2651",4,"BG",1,0,1,71,0,4,4.66666666666667,5,1,12,4,4,9,9,10,7.07106781186548,7.07106781186548
"2652",5,"BG",5,0,2,16,0,4,6.66666666666667,6,7,7,4,7,9,9,9,3.53553390593274,2.82842712474619
"2653",3,"BG",0,1,2,40,0,5,5,7,8,16,6,7,10,10,10,5.65685424949238,4.94974746830583
"2654",3,"BG",2,1,2,51,0,5,5,5,10,16,0,3,9,6,9,6.36396103067893,7.07106781186548
"2655",1,"BG",4,0,2,41,0,8,3.33333333333333,6,3,11,2,6,10,10,10,7.07106781186548,7.07106781186548
"2656",5,"BG",4,0,2,40,0,4,4.66666666666667,4,10,16,4,3,8,3,7,2.82842712474619,2.82842712474619
"2657",1,"BG",1,0,1,83,0,5,0.666666666666667,1,7,11,0,3,10,10,9,5.65685424949238,5.65685424949238
"2658",4,"BG",0,0,2,31,1,5,2.66666666666667,5,8,9,0,4,10,10,10,7.07106781186548,7.07106781186548
"2659",3,"BG",4,1,2,55,0,6,1.33333333333333,5,8,18,1,7,10,10,9,3.53553390593274,6.36396103067893
"2660",5,"BG",0,0,2,71,0,5,5.66666666666667,5,5,12,0,1,10,10,10,7.07106781186548,7.07106781186548
"2661",1,"BG",1,0,2,35,0,6,4.66666666666667,2,1,11,1,1,10,8,10,5.65685424949238,6.36396103067893
"2662",0,"BG",0,1,1,24,1,8,6.33333333333333,10,1,5,1,0,10,10,10,6.36396103067893,6.36396103067893
"2663",3,"BG",2,0,1,50,0,5,1,7,1,12,2,2,10,10,10,7.07106781186548,7.07106781186548
"2664",3,"BG",2,0,2,59,0,10,5.33333333333333,3,1,8,2,3,10,10,10,4.94974746830583,4.94974746830583
"2665",5,"BG",2,1,2,70,0,7,3.66666666666667,7,1,11,0,6,10,10,10,2.82842712474619,2.12132034355964
"2666",5,"BG",4,1,2,34,0,4,5.66666666666667,7,9,16,3,6,9,8,10,4.94974746830583,4.94974746830583
"2667",6,"BG",1,0,1,73,0,8,4.33333333333333,6,8,12,6,6,10,10,10,6.36396103067893,5.65685424949238
"2668",1,"BG",0,0,1,71,0,1,3,2,10,12,3,5,10,10,7,7.07106781186548,3.53553390593274
"2669",2,"BG",2,0,2,69,0,5,2.33333333333333,3,2,8,0,2,10,10,10,7.07106781186548,4.94974746830583
"2670",0,"BG",0,0,1,29,1,5,3.66666666666667,5,10,12,0,0,10,10,10,7.07106781186548,7.07106781186548
"2671",2,"BG",2,0,1,77,0,3,3,5,10,12,0,1,10,10,9,7.07106781186548,7.07106781186548
"2672",1,"BG",1,0,1,70,0,9,4,2,4,15,2,0,9,10,10,4.94974746830583,6.36396103067893
"2673",5,"BG",2,1,1,54,0,5,3.33333333333333,5,3,12,3,0,10,9,10,4.24264068711928,5.65685424949238
"2674",0,"BG",0,0,2,47,1,7,8.66666666666667,5,10,13,0,0,10,10,10,7.07106781186548,3.53553390593274
"2675",6,"BG",5,0,1,78,0,7,6,10,2,16,0,7,10,10,10,3.53553390593274,3.53553390593274
"2676",5,"BG",3,0,1,83,0,5,3,3,1,7,5,5,5,5,5,0,0
"2677",1,"BG",2,0,2,73,0,10,4,6,1,4,3,4,10,10,9,5.65685424949238,6.36396103067893
"2678",5,"BG",2,0,1,53,0,7,2,5,7,12,1,1,10,9,10,6.36396103067893,6.36396103067893
"2679",6,"BG",3,0,2,67,0,8,6.33333333333333,7,6,17,2,5,9,7,9,3.53553390593274,4.24264068711928
"2680",5,"BG",2,0,2,78,0,6,6.66666666666667,5,1,12,4,10,10,10,9,7.07106781186548,7.07106781186548
"2681",5,"BG",3,1,2,27,0,4,6.66666666666667,6,9,16,4,7,9,8,8,3.53553390593274,0
"2682",5,"BG",2,0,2,76,0,3,1,1,1,7,5,1,10,10,10,7.07106781186548,7.07106781186548
"2683",3,"BG",1,0,2,78,0,3,4,4,1,8,2,4,6,10,10,7.07106781186548,6.36396103067893
"2684",4,"BG",4,0,2,45,0,5,2.33333333333333,5,7,11,5,8,10,10,10,5.65685424949238,4.94974746830583
"2685",0,"BG",0,0,2,54,0,5,2.33333333333333,4,7,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2686",0,"BG",10,0,1,40,0,7,5.66666666666667,0,1,10,10,0,10,10,10,7.07106781186548,7.07106781186548
"2687",2,"BG",2,0,2,35,0,7,2,5,1,12,2,3,10,10,10,7.07106781186548,7.07106781186548
"2688",2,"BG",0,1,1,62,0,3,3,5,7,12,2,2,10,10,10,4.24264068711928,1.4142135623731
"2689",3,"BG",2,0,2,53,0,4,5.66666666666667,5,7,20,0,4,10,10,10,5.65685424949238,6.36396103067893
"2690",4,"BG",3,0,1,31,0,6,3.66666666666667,7,10,16,4,6,10,9,10,2.82842712474619,6.36396103067893
"2691",0,"BG",0,1,2,25,0,5,3.33333333333333,5,9,18,10,10,10,10,10,6.36396103067893,7.07106781186548
"2692",5,"BG",5,1,2,31,0,5,4.33333333333333,7,10,17,1,7,10,10,10,4.94974746830583,5.65685424949238
"2693",3,"BG",2,0,2,66,0,4,3,3,4,11,3,2,10,10,10,6.36396103067893,7.07106781186548
"2694",1,"BG",1,0,1,62,0,6,0,5,3,12,10,1,10,10,10,3.53553390593274,2.82842712474619
"2695",5,"BG",1,0,2,80,0,8,7.33333333333333,1,1,3,0,4,10,10,7,5.65685424949238,5.65685424949238
"2696",4,"BG",3,0,1,48,0,2,5.33333333333333,4,9,16,1,9,9,9,8,2.82842712474619,4.94974746830583
"2697",2,"BG",1,0,1,51,1,1,3.33333333333333,8,1,11,0,4,10,10,10,7.07106781186548,7.07106781186548
"2698",0,"BG",0,0,2,46,0,7,4.66666666666667,4,9,17,0,2,10,10,7,7.07106781186548,4.94974746830583
"2699",1,"BG",1,0,2,55,0,10,4.33333333333333,5,8,14,3,4,10,10,10,5.65685424949238,6.36396103067893
"2700",3,"BG",3,1,2,36,0,4,3.66666666666667,6,1,12,3,3,9,10,8,4.24264068711928,4.24264068711928
"2701",4,"BG",2,0,2,62,0,9,5,2,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"2702",5,"BG",0,1,1,43,1,3,4,5,1,12,0,6,10,10,10,7.07106781186548,7.07106781186548
"2703",4,"BG",1,1,1,38,0,3,5,7,10,17,1,7,10,9,9,4.94974746830583,5.65685424949238
"2704",3,"BG",1,0,2,64,0,6,4.33333333333333,5,6,17,8,4,10,10,10,5.65685424949238,5.65685424949238
"2705",0,"BG",1,0,1,70,0,3,4,0,1,7,0,0,10,10,10,7.07106781186548,7.07106781186548
"2706",4,"BG",1,0,1,77,0,5,1.33333333333333,2,7,8,0,1,10,8,10,7.07106781186548,7.07106781186548
"2707",3,"BG",0,0,2,49,0,1,5.33333333333333,5,8,16,5,1,10,10,10,4.94974746830583,4.94974746830583
"2708",0,"BG",0,0,2,44,0,2,0.666666666666667,5,9,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2709",5,"BG",5,0,2,36,0,3,2,5,1,8,3,5,9,10,9,2.82842712474619,2.82842712474619
"2710",1,"BG",1,0,2,58,0,5,5.33333333333333,1,5,15,5,0,10,10,10,5.65685424949238,6.36396103067893
"2711",4,"BG",3,1,2,55,0,10,2,9,3,17,0,4,10,10,9,4.24264068711928,4.24264068711928
"2712",6,"BG",0,1,1,65,0,5,5.33333333333333,9,7,11,1,6,10,10,10,5.65685424949238,6.36396103067893
"2713",4,"BG",2,0,1,28,0,4,5,9,10,17,1,4,10,10,8,6.36396103067893,5.65685424949238
"2714",3,"BG",2,0,2,29,0,3,4.66666666666667,5,8,12,0,9,10,10,9,7.07106781186548,6.36396103067893
"2715",4,"BG",2,0,2,50,1,9,1.33333333333333,1,1,8,0,2,10,10,10,7.07106781186548,7.07106781186548
"2716",3,"BG",1,0,1,40,0,6,3.66666666666667,6,10,19,2,1,10,10,9,4.94974746830583,6.36396103067893
"2717",2,"BG",2,0,1,41,0,7,8.66666666666667,7,8,12,4,3,10,9,7,5.65685424949238,6.36396103067893
"2718",1,"BG",1,0,2,41,0,10,1.66666666666667,5,9,11,2,1,9,10,9,1.4142135623731,2.82842712474619
"2719",4,"BG",4,0,1,35,0,4,3.66666666666667,9,9,12,3,5,9,9,9,3.53553390593274,4.24264068711928
"2720",4,"BG",6,0,2,53,0,4,4.66666666666667,4,5,17,0,4,9,9,7,5.65685424949238,6.36396103067893
"2721",7,"BG",6,1,1,29,0,7,5.33333333333333,7,10,17,8,7,10,10,10,0.707106781186548,0.707106781186548
"2722",2,"BG",1,0,2,78,0,4,5.66666666666667,8,2,8,1,2,10,10,10,5.65685424949238,6.36396103067893
"2723",0,"BG",0,0,1,71,0,5,2,3,1,16,3,3,10,10,10,7.07106781186548,7.07106781186548
"2724",4,"BG",0,0,1,72,0,5,5,5,2,9,10,10,10,10,10,0,0
"2725",5,"BG",1,0,2,35,1,7,2.33333333333333,2,1,8,0,0,10,10,10,7.07106781186548,7.07106781186548
"2726",4,"BG",0,0,2,45,1,2,4,0,4,12,1,1,10,10,10,7.07106781186548,6.36396103067893
"2727",4,"BG",1,0,2,23,0,3,3,5,6,12,0,2,10,10,10,7.07106781186548,5.65685424949238
"2728",4,"BG",0,0,2,73,0,7,5,0,10,11,5,4,10,10,10,1.4142135623731,4.24264068711928
"2729",4,"BG",2,1,1,77,0,5,2,6,1,11,5,5,9,8,9,4.24264068711928,1.4142135623731
"2730",0,"BG",0,0,1,66,0,2,4.66666666666667,0,1,11,1,1,10,10,10,6.36396103067893,6.36396103067893
"2731",4,"BG",2,1,2,64,0,6,8.33333333333333,9,6,14,2,10,10,10,10,5.65685424949238,0
"2732",4,"BG",3,1,2,56,0,4,2,5,2,11,2,3,10,10,10,5.65685424949238,7.07106781186548
"2733",4,"BG",2,0,2,67,0,8,8.33333333333333,4,3,8,3,5,10,10,10,4.94974746830583,4.94974746830583
"2734",5,"BG",6,1,2,41,0,8,4,8,10,11,1,5,10,10,10,5.65685424949238,5.65685424949238
"2735",6,"BG",6,0,2,38,0,5,6.33333333333333,9,9,11,0,7,10,8,7,2.12132034355964,1.4142135623731
"2736",2,"BG",0,0,1,19,0,4,1.66666666666667,5,5,11,1,1,10,10,10,6.36396103067893,6.36396103067893
"2737",5,"BG",5,0,2,73,0,8,3,4,1,8,5,5,7,7,7,1.4142135623731,1.4142135623731
"2738",7,"BG",3,0,1,65,0,6,7,7,4,12,4,7,10,7,9,2.82842712474619,0.707106781186548
"2739",0,"BG",1,0,2,71,0,5,1.33333333333333,5,1,12,0,4,10,9,9,6.36396103067893,6.36396103067893
"2740",4,"BG",4,0,2,18,0,5,4,5,3,10,2,2,10,10,10,7.07106781186548,7.07106781186548
"2741",3,"BG",4,0,2,32,0,6,7.33333333333333,5,9,16,0,5,10,7,10,3.53553390593274,3.53553390593274
"2742",3,"BG",3,0,1,47,0,3,3.33333333333333,7,9,12,10,10,10,8,10,7.07106781186548,7.07106781186548
"2743",1,"BG",1,0,2,34,0,5,4.66666666666667,6,3,12,1,4,10,10,10,7.07106781186548,6.36396103067893
"2744",0,"BG",0,0,1,42,0,5,1.66666666666667,5,9,12,6,5,10,10,8,4.94974746830583,4.94974746830583
"2745",4,"BG",2,0,1,56,0,3,4.33333333333333,5,3,8,1,4,10,8,8,4.94974746830583,3.53553390593274
"2746",2,"BG",2,0,2,51,0,3,2.66666666666667,5,10,17,10,10,10,9,10,6.36396103067893,0.707106781186548
"2747",0,"BG",0,0,2,89,0,10,5,0,1,12,1,3,10,10,10,6.36396103067893,6.36396103067893
"2748",7,"BG",1,0,1,55,1,8,1.66666666666667,5,1,11,0,0,10,8,10,4.94974746830583,7.07106781186548
"2749",3,"BG",1,0,2,52,0,7,3.33333333333333,4,1,11,1,2,10,10,10,6.36396103067893,6.36396103067893
"2750",1,"BG",1,0,2,35,0,7,4.33333333333333,6,10,20,3,0,10,10,10,2.82842712474619,2.82842712474619
"2751",3,"BG",4,0,1,42,0,4,4.66666666666667,8,10,12,10,10,10,9,10,4.94974746830583,5.65685424949238
"2752",3,"BG",4,0,2,42,1,3,7.33333333333333,5,5,11,1,4,10,10,10,6.36396103067893,6.36396103067893
"2753",2,"BG",1,0,1,40,0,4,4,9,7,11,3,8,10,9,10,6.36396103067893,4.24264068711928
"2754",4,"BG",2,0,1,57,0,2,5,7,9,16,2,6,10,10,10,0.707106781186548,2.12132034355964
"2755",2,"BG",2,1,2,31,0,9,4.33333333333333,10,8,12,0,8,10,10,10,7.07106781186548,7.07106781186548
"2756",4,"BG",4,0,2,39,1,5,4.33333333333333,5,8,11,1,3,10,9,9,6.36396103067893,6.36396103067893
"2757",2,"BG",1,0,1,30,1,4,2.33333333333333,5,1,12,0,4,10,10,10,7.07106781186548,7.07106781186548
"2758",3,"BG",1,1,2,41,1,3,4.66666666666667,8,1,11,2,4,10,10,10,6.36396103067893,6.36396103067893
"2759",8,"BG",0,0,1,81,0,8,2.33333333333333,5,2,6,0,5,10,10,10,7.07106781186548,7.07106781186548
"2760",5,"BG",4,0,1,57,0,2,5,7,10,17,3,5,10,10,10,1.4142135623731,2.12132034355964
"2761",5,"BG",5,1,2,40,0,8,5,10,10,17,7,4,10,10,9,3.53553390593274,3.53553390593274
"2762",2,"BG",2,0,1,55,0,4,3.33333333333333,5,3,11,2,2,10,8,7,5.65685424949238,5.65685424949238
"2763",5,"BG",3,1,2,68,0,7,4.33333333333333,5,3,14,3,2,10,10,10,5.65685424949238,7.07106781186548
"2764",5,"BG",4,0,2,40,0,5,5.33333333333333,5,8,12,4,7,9,7,10,4.24264068711928,4.24264068711928
"2765",3,"BG",1,0,1,67,0,6,6,7,8,14,1,3,10,10,8,2.82842712474619,2.82842712474619
"2766",5,"BG",4,0,1,75,0,5,3,4,2,8,4,5,9,7,9,4.24264068711928,4.24264068711928
"2767",5,"BG",3,1,2,44,1,7,2,7,2,17,1,2,10,10,10,7.07106781186548,7.07106781186548
"2768",4,"BG",4,0,2,60,1,5,4,7,1,16,5,6,10,10,10,4.24264068711928,5.65685424949238
"2769",5,"BG",1,1,2,45,0,1,3,7,5,17,0,5,10,10,10,7.07106781186548,7.07106781186548
"2770",1,"BG",0,0,2,33,0,8,4.33333333333333,5,6,18,0,0,10,5,10,7.07106781186548,7.07106781186548
"2771",5,"BG",2,0,2,74,0,4,2.33333333333333,1,7,11,1,5,9,10,9,5.65685424949238,5.65685424949238
"2772",5,"BG",4,1,2,60,1,4,3.66666666666667,5,1,11,10,9,10,10,10,4.24264068711928,5.65685424949238
"2773",1,"BG",1,1,1,32,0,3,3,5,5,12,0,2,10,10,6,7.07106781186548,3.53553390593274
"2774",4,"BG",4,1,1,33,0,4,5,6,7,12,5,7,10,8,10,4.24264068711928,4.24264068711928
"2775",5,"BG",2,0,2,52,0,1,5.66666666666667,5,4,16,2,7,10,10,10,5.65685424949238,6.36396103067893
"2776",5,"BG",4,0,2,80,0,7,2.33333333333333,5,1,12,5,9,10,10,9,2.82842712474619,3.53553390593274
"2777",5,"BG",5,0,1,55,0,2,5.66666666666667,5,10,14,7,6,7,7,4,0,1.4142135623731
"2778",8,"BG",0,0,2,79,0,5,5.33333333333333,0,1,11,1,3,10,10,10,5.65685424949238,4.94974746830583
"2779",4,"BG",1,1,1,63,0,4,4.33333333333333,9,5,11,1,5,10,10,10,4.24264068711928,0
"2780",3,"BG",0,0,2,53,0,8,1.33333333333333,5,6,12,2,5,10,8,9,4.24264068711928,4.94974746830583
"2781",5,"BG",1,0,2,47,0,4,5,5,9,12,0,5,10,10,9,5.65685424949238,6.36396103067893
"2782",4,"BG",1,0,2,35,1,6,4.33333333333333,5,2,11,2,2,10,9,10,4.94974746830583,6.36396103067893
"2783",0,"BG",1,1,2,69,0,7,0.333333333333333,5,1,10,0,0,10,10,8,5.65685424949238,6.36396103067893
"2784",3,"BG",3,0,2,66,0,5,2.66666666666667,6,1,10,5,9,10,7,9,5.65685424949238,4.94974746830583
"2785",0,"BG",1,0,2,63,0,8,0.666666666666667,2,1,11,2,2,10,10,8,5.65685424949238,7.07106781186548
"2786",2,"BG",2,0,1,50,0,3,2.66666666666667,5,1,10,1,2,10,9,10,5.65685424949238,7.07106781186548
"2787",0,"BG",0,0,2,66,0,4,0.333333333333333,5,1,11,0,1,10,10,10,7.07106781186548,7.07106781186548
"2788",2,"BG",1,0,2,56,1,5,1.66666666666667,4,5,13,5,3,10,10,10,4.94974746830583,4.94974746830583
"2789",0,"BG",1,0,2,67,0,8,3.33333333333333,2,2,7,0,1,10,10,10,7.07106781186548,7.07106781186548
"2790",3,"BG",1,0,1,51,0,5,4.33333333333333,5,5,11,1,2,10,10,10,6.36396103067893,6.36396103067893
"2791",3,"BG",1,1,2,25,0,7,0.666666666666667,8,2,17,0,3,10,10,10,4.94974746830583,7.07106781186548
"2792",1,"BG",1,0,2,40,1,2,3.66666666666667,5,1,3,10,2,10,9,9,6.36396103067893,6.36396103067893
"2793",4,"BG",4,0,2,33,0,3,4,5,10,17,0,3,10,10,10,2.12132034355964,2.12132034355964
"2794",5,"BG",4,1,2,79,0,5,5.33333333333333,7,1,11,0,4,10,9,10,3.53553390593274,2.12132034355964
"2795",2,"BG",2,0,1,32,0,3,2,9,5,12,2,3,10,10,10,5.65685424949238,5.65685424949238
"2796",3,"BG",3,1,2,42,0,7,2.33333333333333,8,6,12,2,2,10,8,10,5.65685424949238,5.65685424949238
"2797",5,"BG",0,0,2,67,0,9,2.66666666666667,3,1,11,4,2,10,10,10,6.36396103067893,6.36396103067893
"2798",2,"BG",3,1,1,58,0,3,2.33333333333333,6,7,10,5,8,10,10,10,4.94974746830583,3.53553390593274
"2799",5,"BG",0,1,1,78,0,5,3.66666666666667,5,2,11,0,0,10,10,10,7.07106781186548,7.07106781186548
"2800",3,"BG",4,1,1,67,0,5,3.33333333333333,9,5,12,3,9,6,8,10,0.707106781186548,4.24264068711928
"2801",5,"BG",3,0,2,81,0,6,3,3,1,2,5,5,10,10,10,5.65685424949238,5.65685424949238
"2802",4,"BG",2,0,1,68,0,2,1.33333333333333,5,6,8,0,5,10,10,10,6.36396103067893,7.07106781186548
"2803",4,"BG",0,0,1,79,0,5,2,5,1,7,0,5,10,10,10,7.07106781186548,7.07106781186548
"2804",0,"BG",0,0,2,49,1,2,5.66666666666667,0,1,12,1,1,10,10,10,6.36396103067893,6.36396103067893
"2805",5,"BG",4,0,2,43,0,8,3.33333333333333,5,4,11,0,5,10,10,10,7.07106781186548,6.36396103067893
"2806",0,"BG",0,0,2,57,0,1,2,5,7,12,2,4,10,10,10,5.65685424949238,7.07106781186548
"2807",4,"BG",4,0,2,54,0,4,3.33333333333333,4,6,19,4,1,4,3,3,2.12132034355964,1.4142135623731
"2808",4,"BG",3,0,1,74,0,3,5,4,1,14,2,5,10,10,10,3.53553390593274,4.24264068711928
"2809",5,"BG",3,1,2,36,0,7,6,6,10,16,0,5,10,9,10,7.07106781186548,6.36396103067893
"2810",3,"BG",1,0,1,56,0,6,0.333333333333333,7,10,12,4,2,10,9,9,4.94974746830583,4.24264068711928
"2811",5,"BG",0,1,2,54,0,6,5,8,3,14,9,5,10,10,10,6.36396103067893,4.94974746830583
"2812",5,"BG",4,1,1,35,0,5,5.33333333333333,7,7,16,4,7,10,8,10,4.24264068711928,4.94974746830583
"2813",5,"BG",2,0,1,62,0,4,3,5,6,11,2,2,5,3,4,0.707106781186548,0.707106781186548
"2814",3,"BG",2,0,1,60,0,6,3,5,5,12,1,3,10,7,10,5.65685424949238,4.94974746830583
"2815",5,"BG",2,1,2,82,0,8,5,7,1,12,5,5,10,10,10,5.65685424949238,7.07106781186548
"2816",0,"BG",0,0,2,48,0,2,3,0,5,12,1,1,10,10,10,7.07106781186548,6.36396103067893
"2817",1,"BG",3,1,2,30,1,2,4.33333333333333,5,6,12,10,10,10,10,10,0,0
"2818",5,"BG",5,0,2,54,0,6,6.33333333333333,6,3,12,6,7,7,10,7,2.82842712474619,2.12132034355964
"2819",2,"BG",2,1,1,45,0,4,4,6,8,11,4,4,10,10,10,6.36396103067893,6.36396103067893
